Year,Data File,Survey,Title,CSV,STATA_DATA,STATA,DICT,SPSS,SAS
2019,IC2019_PY,Institutional Characteristics,Student charges by program (vocational programs),raw_data/2019/IC2019_PY.zip,raw_data/2019/IC2019_PY_Data_Stata.zip,raw_data/2019/IC2019_PY_STATA.zip,raw_data/2019/IC2019_PY_Dict.zip,raw_data/2019/IC2019_PY_SPS.zip,raw_data/2019/IC2019_PY_SAS.zip
2019,IC2019_AY,Institutional Characteristics,Student charges for academic year programs,raw_data/2019/IC2019_AY.zip,raw_data/2019/IC2019_AY_Data_Stata.zip,raw_data/2019/IC2019_AY_STATA.zip,raw_data/2019/IC2019_AY_Dict.zip,raw_data/2019/IC2019_AY_SPS.zip,raw_data/2019/IC2019_AY_SAS.zip
2019,IC2019,Institutional Characteristics,"Educational offerings, organization, services and athletic associations (revised July 2021)",raw_data/2019/IC2019.zip,raw_data/2019/IC2019_Data_Stata.zip,raw_data/2019/IC2019_STATA.zip,raw_data/2019/IC2019_Dict.zip,raw_data/2019/IC2019_SPS.zip,raw_data/2019/IC2019_SAS.zip
2019,HD2019,Institutional Characteristics,Directory information,raw_data/2019/HD2019.zip,raw_data/2019/HD2019_Data_Stata.zip,raw_data/2019/HD2019_STATA.zip,raw_data/2019/HD2019_Dict.zip,raw_data/2019/HD2019_SPS.zip,raw_data/2019/HD2019_SAS.zip
2019,SAL2019_IS,Instructional Staff/Salaries,"Number and salary outlays for full-time nonmedical instructional staff, by  gender, and academic rank:  Academic year 2019-20(revised November 2021)",raw_data/2019/SAL2019_IS.zip,raw_data/2019/SAL2019_IS_Data_Stata.zip,raw_data/2019/SAL2019_IS_STATA.zip,raw_data/2019/SAL2019_IS_Dict.zip,raw_data/2019/SAL2019_IS_SPS.zip,raw_data/2019/SAL2019_IS_SAS.zip
2019,S2019_NH,Fall Staff,"New hires by occupational category, race/ethnicity, and gender (Degree-granting institutions):  Fall 2019(revised November 2021)",raw_data/2019/S2019_NH.zip,raw_data/2019/S2019_NH_Data_Stata.zip,raw_data/2019/S2019_NH_STATA.zip,raw_data/2019/S2019_NH_Dict.zip,raw_data/2019/S2019_NH_SPS.zip,raw_data/2019/S2019_NH_SAS.zip
2019,FLAGS2019,Instructional Staff/Salaries,Response status for all survey components(revised November 2021),raw_data/2019/FLAGS2019.zip,raw_data/2019/FLAGS2019_Data_Stata.zip,raw_data/2019/FLAGS2019_STATA.zip,raw_data/2019/FLAGS2019_Dict.zip,raw_data/2019/FLAGS2019_SPS.zip,raw_data/2019/FLAGS2019_SAS.zip
2019,FLAGS2019,Student Financial Aid and Net Price,Response status for all survey components(revised October 2021),raw_data/2019/FLAGS2019.zip,raw_data/2019/FLAGS2019_Data_Stata.zip,raw_data/2019/FLAGS2019_STATA.zip,raw_data/2019/FLAGS2019_Dict.zip,raw_data/2019/FLAGS2019_SPS.zip,raw_data/2019/FLAGS2019_SAS.zip
2019,FLAGS2019,Academic Libraries,Response status for all survey components(revised November 2021),raw_data/2019/FLAGS2019.zip,raw_data/2019/FLAGS2019_Data_Stata.zip,raw_data/2019/FLAGS2019_STATA.zip,raw_data/2019/FLAGS2019_Dict.zip,raw_data/2019/FLAGS2019_SPS.zip,raw_data/2019/FLAGS2019_SAS.zip
2019,AL2019,Academic Libraries,Academic Libraries: Fiscal year 2019(revised November 2021),raw_data/2019/AL2019.zip,raw_data/2019/AL2019_Data_Stata.zip,raw_data/2019/AL2019_STATA.zip,raw_data/2019/AL2019_Dict.zip,raw_data/2019/AL2019_SPS.zip,raw_data/2019/AL2019_SAS.zip
2019,FLAGS2019,Outcome Measures,Response status for all survey components(revised October 2021),raw_data/2019/FLAGS2019.zip,raw_data/2019/FLAGS2019_Data_Stata.zip,raw_data/2019/FLAGS2019_STATA.zip,raw_data/2019/FLAGS2019_Dict.zip,raw_data/2019/FLAGS2019_SPS.zip,raw_data/2019/FLAGS2019_SAS.zip
2019,OM2019,Outcome Measures,"Award and enrollment data at four, six and eight years of entering degree/certificate-seeking undergraduate cohorts from 2011-12 at degree-granting institutions, by Pell status(revised October 2021)",raw_data/2019/OM2019.zip,raw_data/2019/OM2019_Data_Stata.zip,raw_data/2019/OM2019_STATA.zip,raw_data/2019/OM2019_Dict.zip,raw_data/2019/OM2019_SPS.zip,raw_data/2019/OM2019_SAS.zip
2019,FLAGS2019,Graduation Rates,Response status for all survey components(revised October 2021),raw_data/2019/FLAGS2019.zip,raw_data/2019/FLAGS2019_Data_Stata.zip,raw_data/2019/FLAGS2019_STATA.zip,raw_data/2019/FLAGS2019_Dict.zip,raw_data/2019/FLAGS2019_SPS.zip,raw_data/2019/FLAGS2019_SAS.zip
2019,GR200_19,Graduation Rates,"Graduation rate data, 200% of normal time to complete - cohort year 2011 (4-year) and cohort year 2015 (less-than-4-year) institutions(revised October 2021)",raw_data/2019/GR200_19.zip,raw_data/2019/GR200_19_Data_Stata.zip,raw_data/2019/GR200_19_STATA.zip,raw_data/2019/GR200_19_Dict.zip,raw_data/2019/GR200_19_SPS.zip,raw_data/2019/GR200_19_SAS.zip
2019,GR2019_PELL_SSL,Graduation Rates,"Graduation rate data for Pell Grant and Subsidized Stafford Loan recipients, 150% of normal time to complete  - cohort year 2013 (4-year) and cohort year 2016 (less-than-4-year)  institutions(revised October 2021)",raw_data/2019/GR2019_PELL_SSL.zip,raw_data/2019/GR2019_PELL_SSL_Data_Stata.zip,raw_data/2019/GR2019_PELL_SSL_STATA.zip,raw_data/2019/GR2019_PELL_SSL_Dict.zip,raw_data/2019/GR2019_PELL_SSL_SPS.zip,raw_data/2019/GR2019_PELL_SSL_SAS.zip
2019,GR2019_L2,Graduation Rates,"Graduation rate data, 150% of normal time to complete - cohort year 2016 (less-than-2-year institutions)(revised October 2021)",raw_data/2019/GR2019_L2.zip,raw_data/2019/GR2019_L2_Data_Stata.zip,raw_data/2019/GR2019_L2_STATA.zip,raw_data/2019/GR2019_L2_Dict.zip,raw_data/2019/GR2019_L2_SPS.zip,raw_data/2019/GR2019_L2_SAS.zip
2019,GR2019,Graduation Rates,"Graduation rate data, 150% of normal time to complete - cohort year 2013 (4-year) and cohort year 2016 (2-year) institutions(revised October 2021)",raw_data/2019/GR2019.zip,raw_data/2019/GR2019_Data_Stata.zip,raw_data/2019/GR2019_STATA.zip,raw_data/2019/GR2019_Dict.zip,raw_data/2019/GR2019_SPS.zip,raw_data/2019/GR2019_SAS.zip
2019,SFAV1819,Student Financial Aid and Net Price,Military Servicemembers and Veteran's Benefits: 2018-19(revised October 2021),raw_data/2019/SFAV1819.zip,raw_data/2019/SFAV1819_Data_Stata.zip,raw_data/2019/SFAV1819_STATA.zip,raw_data/2019/SFAV1819_Dict.zip,raw_data/2019/SFAV1819_SPS.zip,raw_data/2019/SFAV1819_SAS.zip
2019,S2019_OC,Fall Staff,"Full- and part-time staff by occupational category, race/ethnicity, and gender:  Fall 2019(revised November 2021)",raw_data/2019/S2019_OC.zip,raw_data/2019/S2019_OC_Data_Stata.zip,raw_data/2019/S2019_OC_STATA.zip,raw_data/2019/S2019_OC_Dict.zip,raw_data/2019/S2019_OC_SPS.zip,raw_data/2019/S2019_OC_SAS.zip
2019,SFA1819,Student Financial Aid and Net Price,Student financial aid and net price: 2018-19(revised October 2021),raw_data/2019/SFA1819.zip,raw_data/2019/SFA1819_Data_Stata.zip,raw_data/2019/SFA1819_STATA.zip,raw_data/2019/SFA1819_Dict.zip,raw_data/2019/SFA1819_SPS.zip,raw_data/2019/SFA1819_SAS.zip
2019,FLAGS2019,Finance,Response status for all survey components(revised November 2021),raw_data/2019/FLAGS2019.zip,raw_data/2019/FLAGS2019_Data_Stata.zip,raw_data/2019/FLAGS2019_STATA.zip,raw_data/2019/FLAGS2019_Dict.zip,raw_data/2019/FLAGS2019_SPS.zip,raw_data/2019/FLAGS2019_SAS.zip
2019,F1819_F2,Finance,Private not-for-profit institutions or Public institutions using FASB: Fiscal year 2019(revised November 2021),raw_data/2019/F1819_F2.zip,raw_data/2019/F1819_F2_Data_Stata.zip,raw_data/2019/F1819_F2_STATA.zip,raw_data/2019/F1819_F2_Dict.zip,raw_data/2019/F1819_F2_SPS.zip,raw_data/2019/F1819_F2_SAS.zip
2019,F1819_F1A,Finance,Public institutions - GASB 34/35: Fiscal year 2019(revised November 2021),raw_data/2019/F1819_F1A.zip,raw_data/2019/F1819_F1A_Data_Stata.zip,raw_data/2019/F1819_F1A_STATA.zip,raw_data/2019/F1819_F1A_Dict.zip,raw_data/2019/F1819_F1A_SPS.zip,raw_data/2019/F1819_F1A_SAS.zip
2019,FLAGS2019,Employees by Assigned Position,Response status for all survey components(revised November 2021),raw_data/2019/FLAGS2019.zip,raw_data/2019/FLAGS2019_Data_Stata.zip,raw_data/2019/FLAGS2019_STATA.zip,raw_data/2019/FLAGS2019_Dict.zip,raw_data/2019/FLAGS2019_SPS.zip,raw_data/2019/FLAGS2019_SAS.zip
2019,EAP2019,Employees by Assigned Position,"Number of staff by occupational category, faculty and tenure status: Fall 2019(revised November 2021)",raw_data/2019/EAP2019.zip,raw_data/2019/EAP2019_Data_Stata.zip,raw_data/2019/EAP2019_STATA.zip,raw_data/2019/EAP2019_Dict.zip,raw_data/2019/EAP2019_SPS.zip,raw_data/2019/EAP2019_SAS.zip
2019,FLAGS2019,Fall Staff,Response status for all survey components(revised November 2021),raw_data/2019/FLAGS2019.zip,raw_data/2019/FLAGS2019_Data_Stata.zip,raw_data/2019/FLAGS2019_STATA.zip,raw_data/2019/FLAGS2019_Dict.zip,raw_data/2019/FLAGS2019_SPS.zip,raw_data/2019/FLAGS2019_SAS.zip
2019,S2019_IS,Fall Staff,"Full-time instructional staff, by faculty and tenure status, academic rank, race/ethnicity, and gender (Degree-granting institutions): Fall 2019(revised November 2021)",raw_data/2019/S2019_IS.zip,raw_data/2019/S2019_IS_Data_Stata.zip,raw_data/2019/S2019_IS_STATA.zip,raw_data/2019/S2019_IS_Dict.zip,raw_data/2019/S2019_IS_SPS.zip,raw_data/2019/S2019_IS_SAS.zip
2019,S2019_SIS,Fall Staff,"Full-time instructional staff, by faculty and tenure status, and academic rank  (Degree-granting institutions): Fall 2019(revised November 2021)",raw_data/2019/S2019_SIS.zip,raw_data/2019/S2019_SIS_Data_Stata.zip,raw_data/2019/S2019_SIS_STATA.zip,raw_data/2019/S2019_SIS_Dict.zip,raw_data/2019/S2019_SIS_SPS.zip,raw_data/2019/S2019_SIS_SAS.zip
2019,F1819_F3,Finance,Private for-profit institutions: Fiscal year 2019(revised November 2021),raw_data/2019/F1819_F3.zip,raw_data/2019/F1819_F3_Data_Stata.zip,raw_data/2019/F1819_F3_STATA.zip,raw_data/2019/F1819_F3_Dict.zip,raw_data/2019/F1819_F3_SPS.zip,raw_data/2019/F1819_F3_SAS.zip
2019,ADM2019,Admissions and Test Scores,"Admission considerations, applications, admissions, enrollees and test scores, fall 2019(revised October 2021)",raw_data/2019/ADM2019.zip,raw_data/2019/ADM2019_Data_Stata.zip,raw_data/2019/ADM2019_STATA.zip,raw_data/2019/ADM2019_Dict.zip,raw_data/2019/ADM2019_SPS.zip,raw_data/2019/ADM2019_SAS.zip
2018,IC2018,Institutional Characteristics,"Educational offerings, organization, services and athletic associations  (revised July 2020)",raw_data/2018/IC2018.zip,raw_data/2018/IC2018_Data_Stata.zip,raw_data/2018/IC2018_STATA.zip,raw_data/2018/IC2018_Dict.zip,raw_data/2018/IC2018_SPS.zip,raw_data/2018/IC2018_SAS.zip
2018,FLAGS2018,Instructional Staff/Salaries,Response status for all survey components(revised February 2021),raw_data/2018/FLAGS2018.zip,raw_data/2018/FLAGS2018_Data_Stata.zip,raw_data/2018/FLAGS2018_STATA.zip,raw_data/2018/FLAGS2018_Dict.zip,raw_data/2018/FLAGS2018_SPS.zip,raw_data/2018/FLAGS2018_SAS.zip
2018,SAL2018_IS,Instructional Staff/Salaries,"Number and salary outlays for full-time nonmedical instructional staff, by  gender, and academic rank:  Academic year 2018-19(revised February 2021)",raw_data/2018/SAL2018_IS.zip,raw_data/2018/SAL2018_IS_Data_Stata.zip,raw_data/2018/SAL2018_IS_STATA.zip,raw_data/2018/SAL2018_IS_Dict.zip,raw_data/2018/SAL2018_IS_SPS.zip,raw_data/2018/SAL2018_IS_SAS.zip
2018,FLAGS2018,Completions,Response status for all survey components (revised July 2020),raw_data/2018/FLAGS2018.zip,raw_data/2018/FLAGS2018_Data_Stata.zip,raw_data/2018/FLAGS2018_STATA.zip,raw_data/2018/FLAGS2018_Dict.zip,raw_data/2018/FLAGS2018_SPS.zip,raw_data/2018/FLAGS2018_SAS.zip
2018,C2018DEP,Completions,"Number of programs offered and number of programs offered via distance education, by award level: July 1, 2017 to June 30, 2018 (revised July 2020)",raw_data/2018/C2018DEP.zip,raw_data/2018/C2018DEP_Data_Stata.zip,raw_data/2018/C2018DEP_STATA.zip,raw_data/2018/C2018DEP_Dict.zip,raw_data/2018/C2018DEP_SPS.zip,raw_data/2018/C2018DEP_SAS.zip
2018,C2018_C,Completions,"Number of students receiving awards/degrees, by award level and by gender, race/ethnicity and age categories: July 1, 2017 to June 30, 2018 (revised July 2020)",raw_data/2018/C2018_C.zip,raw_data/2018/C2018_C_Data_Stata.zip,raw_data/2018/C2018_C_STATA.zip,raw_data/2018/C2018_C_Dict.zip,raw_data/2018/C2018_C_SPS.zip,raw_data/2018/C2018_C_SAS.zip
2018,C2018_B,Completions,"Number of students receiving awards/degrees, by race/ethnicity and gender: July 1, 2017 to June 30, 2018 (revised July 2020)",raw_data/2018/C2018_B.zip,raw_data/2018/C2018_B_Data_Stata.zip,raw_data/2018/C2018_B_STATA.zip,raw_data/2018/C2018_B_Dict.zip,raw_data/2018/C2018_B_SPS.zip,raw_data/2018/C2018_B_SAS.zip
2018,C2018_A,Completions,"Awards/degrees conferred by program (6-digit CIP code), award level, race/ethnicity, and gender: July 1, 2017 to June 30 2018, (revised July 2020)",raw_data/2018/C2018_A.zip,raw_data/2018/C2018_A_Data_Stata.zip,raw_data/2018/C2018_A_STATA.zip,raw_data/2018/C2018_A_Dict.zip,raw_data/2018/C2018_A_SPS.zip,raw_data/2018/C2018_A_SAS.zip
2018,FLAGS2018,Fall Enrollment,Response status for all survey components(revised February 2021),raw_data/2018/FLAGS2018.zip,raw_data/2018/FLAGS2018_Data_Stata.zip,raw_data/2018/FLAGS2018_STATA.zip,raw_data/2018/FLAGS2018_Dict.zip,raw_data/2018/FLAGS2018_SPS.zip,raw_data/2018/FLAGS2018_SAS.zip
2018,EF2018A_DIST,Fall Enrollment,Distance education status and level of student: Fall 2018(revised February 2021),raw_data/2018/EF2018A_DIST.zip,raw_data/2018/EF2018A_DIST_Data_Stata.zip,raw_data/2018/EF2018A_DIST_STATA.zip,raw_data/2018/EF2018A_DIST_Dict.zip,raw_data/2018/EF2018A_DIST_SPS.zip,raw_data/2018/EF2018A_DIST_SAS.zip
2018,EF2018C,Fall Enrollment,Residence and migration of first-time freshman: Fall 2018(revised February 2021),raw_data/2018/EF2018C.zip,raw_data/2018/EF2018C_Data_Stata.zip,raw_data/2018/EF2018C_STATA.zip,raw_data/2018/EF2018C_Dict.zip,raw_data/2018/EF2018C_SPS.zip,raw_data/2018/EF2018C_SAS.zip
2018,EF2018B,Fall Enrollment,"Age category, gender, attendance status, and level of student: Fall 2018(revised February 2021)",raw_data/2018/EF2018B.zip,raw_data/2018/EF2018B_Data_Stata.zip,raw_data/2018/EF2018B_STATA.zip,raw_data/2018/EF2018B_Dict.zip,raw_data/2018/EF2018B_SPS.zip,raw_data/2018/EF2018B_SAS.zip
2018,EF2018CP,Fall Enrollment,"Major field of study, race/ethnicity, gender, attendance status, and level of student: Fall 2018(revised February 2021)",raw_data/2018/EF2018CP.zip,raw_data/2018/EF2018CP_Data_Stata.zip,raw_data/2018/EF2018CP_STATA.zip,raw_data/2018/EF2018CP_Dict.zip,raw_data/2018/EF2018CP_SPS.zip,raw_data/2018/EF2018CP_SAS.zip
2018,EF2018A,Fall Enrollment,"Race/ethnicity, gender, attendance status, and level of student: Fall 2018(revised February 2021)",raw_data/2018/EF2018A.zip,raw_data/2018/EF2018A_Data_Stata.zip,raw_data/2018/EF2018A_STATA.zip,raw_data/2018/EF2018A_Dict.zip,raw_data/2018/EF2018A_SPS.zip,raw_data/2018/EF2018A_SAS.zip
2018,FLAGS2018,Admissions and Test Scores,Response status for all survey components(revised September 2020),raw_data/2018/FLAGS2018.zip,raw_data/2018/FLAGS2018_Data_Stata.zip,raw_data/2018/FLAGS2018_STATA.zip,raw_data/2018/FLAGS2018_Dict.zip,raw_data/2018/FLAGS2018_SPS.zip,raw_data/2018/FLAGS2018_SAS.zip
2018,ADM2018,Admissions and Test Scores,"Admission considerations, applications, admissions, enrollees and test scores, fall 2018(revised September 2020)",raw_data/2018/ADM2018.zip,raw_data/2018/ADM2018_Data_Stata.zip,raw_data/2018/ADM2018_STATA.zip,raw_data/2018/ADM2018_Dict.zip,raw_data/2018/ADM2018_SPS.zip,raw_data/2018/ADM2018_SAS.zip
2018,FLAGS2018,12-Month Enrollment,Response status for all survey components (revised July 2020),raw_data/2018/FLAGS2018.zip,raw_data/2018/FLAGS2018_Data_Stata.zip,raw_data/2018/FLAGS2018_STATA.zip,raw_data/2018/FLAGS2018_Dict.zip,raw_data/2018/FLAGS2018_SPS.zip,raw_data/2018/FLAGS2018_SAS.zip
2018,EFIA2018,12-Month Enrollment,12-month instructional activity: 2017-18 (revised July 2020),raw_data/2018/EFIA2018.zip,raw_data/2018/EFIA2018_Data_Stata.zip,raw_data/2018/EFIA2018_STATA.zip,raw_data/2018/EFIA2018_Dict.zip,raw_data/2018/EFIA2018_SPS.zip,raw_data/2018/EFIA2018_SAS.zip
2018,EFFY2018,12-Month Enrollment,12-month unduplicated headcount: 2017-18 (revised July 2020),raw_data/2018/EFFY2018.zip,raw_data/2018/EFFY2018_Data_Stata.zip,raw_data/2018/EFFY2018_STATA.zip,raw_data/2018/EFFY2018_Dict.zip,raw_data/2018/EFFY2018_SPS.zip,raw_data/2018/EFFY2018_SAS.zip
2018,FLAGS2018,Institutional Characteristics,Response status for all survey components (revised July 2020),raw_data/2018/FLAGS2018.zip,raw_data/2018/FLAGS2018_Data_Stata.zip,raw_data/2018/FLAGS2018_STATA.zip,raw_data/2018/FLAGS2018_Dict.zip,raw_data/2018/FLAGS2018_SPS.zip,raw_data/2018/FLAGS2018_SAS.zip
2018,IC2018_PY,Institutional Characteristics,Student charges by program (vocational programs),raw_data/2018/IC2018_PY.zip,raw_data/2018/IC2018_PY_Data_Stata.zip,raw_data/2018/IC2018_PY_STATA.zip,raw_data/2018/IC2018_PY_Dict.zip,raw_data/2018/IC2018_PY_SPS.zip,raw_data/2018/IC2018_PY_SAS.zip
2018,IC2018_AY,Institutional Characteristics,Student charges for academic year programs,raw_data/2018/IC2018_AY.zip,raw_data/2018/IC2018_AY_Data_Stata.zip,raw_data/2018/IC2018_AY_STATA.zip,raw_data/2018/IC2018_AY_Dict.zip,raw_data/2018/IC2018_AY_SPS.zip,raw_data/2018/IC2018_AY_SAS.zip
2018,HD2018,Institutional Characteristics,Directory information,raw_data/2018/HD2018.zip,raw_data/2018/HD2018_Data_Stata.zip,raw_data/2018/HD2018_STATA.zip,raw_data/2018/HD2018_Dict.zip,raw_data/2018/HD2018_SPS.zip,raw_data/2018/HD2018_SAS.zip
2018,SAL2018_NIS,Instructional Staff/Salaries,"Number and salary outlays for full-time nonmedical noninstructional staff, by occupation: Academic year 2018-19(revised February 2021)",raw_data/2018/SAL2018_NIS.zip,raw_data/2018/SAL2018_NIS_Data_Stata.zip,raw_data/2018/SAL2018_NIS_STATA.zip,raw_data/2018/SAL2018_NIS_Dict.zip,raw_data/2018/SAL2018_NIS_SPS.zip,raw_data/2018/SAL2018_NIS_SAS.zip
2018,EF2018D,Fall Enrollment,"Total entering class, retention rates, and student-to-faculty ratio: Fall 2018(revised February 2021)",raw_data/2018/EF2018D.zip,raw_data/2018/EF2018D_Data_Stata.zip,raw_data/2018/EF2018D_STATA.zip,raw_data/2018/EF2018D_Dict.zip,raw_data/2018/EF2018D_SPS.zip,raw_data/2018/EF2018D_SAS.zip
2018,S2018_OC,Fall Staff,"Full- and part-time staff by occupational category, race/ethnicity, and gender:  Fall 2018(revised February 2021)",raw_data/2018/S2018_OC.zip,raw_data/2018/S2018_OC_Data_Stata.zip,raw_data/2018/S2018_OC_STATA.zip,raw_data/2018/S2018_OC_Dict.zip,raw_data/2018/S2018_OC_SPS.zip,raw_data/2018/S2018_OC_SAS.zip
2018,SFAV1718,Student Financial Aid and Net Price,Military Servicemembers and Veteran's Benefits: 2017-18(revised September 2020),raw_data/2018/SFAV1718.zip,raw_data/2018/SFAV1718_Data_Stata.zip,raw_data/2018/SFAV1718_STATA.zip,raw_data/2018/SFAV1718_Dict.zip,raw_data/2018/SFAV1718_SPS.zip,raw_data/2018/SFAV1718_SAS.zip
2018,FLAGS2018,Academic Libraries,Response status for all survey components(revised February 2021),raw_data/2018/FLAGS2018.zip,raw_data/2018/FLAGS2018_Data_Stata.zip,raw_data/2018/FLAGS2018_STATA.zip,raw_data/2018/FLAGS2018_Dict.zip,raw_data/2018/FLAGS2018_SPS.zip,raw_data/2018/FLAGS2018_SAS.zip
2018,S2018_SIS,Fall Staff,"Full-time instructional staff, by faculty and tenure status, and academic rank  (Degree-granting institutions): Fall 2018(revised February 2021)",raw_data/2018/S2018_SIS.zip,raw_data/2018/S2018_SIS_Data_Stata.zip,raw_data/2018/S2018_SIS_STATA.zip,raw_data/2018/S2018_SIS_Dict.zip,raw_data/2018/S2018_SIS_SPS.zip,raw_data/2018/S2018_SIS_SAS.zip
2018,FLAGS2018,Outcome Measures,Response status for all survey components(revised September 2020),raw_data/2018/FLAGS2018.zip,raw_data/2018/FLAGS2018_Data_Stata.zip,raw_data/2018/FLAGS2018_STATA.zip,raw_data/2018/FLAGS2018_Dict.zip,raw_data/2018/FLAGS2018_SPS.zip,raw_data/2018/FLAGS2018_SAS.zip
2018,OM2018,Outcome Measures,"Award and enrollment data at four, six and eight years of entering degree/certificate-seeking undergraduate cohorts from 2010-11 at degree-granting institutions, by Pell status(revised September 2020)",raw_data/2018/OM2018.zip,raw_data/2018/OM2018_Data_Stata.zip,raw_data/2018/OM2018_STATA.zip,raw_data/2018/OM2018_Dict.zip,raw_data/2018/OM2018_SPS.zip,raw_data/2018/OM2018_SAS.zip
2018,FLAGS2018,Graduation Rates,Response status for all survey components(revised September 2020),raw_data/2018/FLAGS2018.zip,raw_data/2018/FLAGS2018_Data_Stata.zip,raw_data/2018/FLAGS2018_STATA.zip,raw_data/2018/FLAGS2018_Dict.zip,raw_data/2018/FLAGS2018_SPS.zip,raw_data/2018/FLAGS2018_SAS.zip
2018,GR200_18,Graduation Rates,"Graduation rate data, 200% of normal time to complete - cohort year 2010 (4-year) and cohort year 2014 (less-than-4-year) institutions(revised September 2020)",raw_data/2018/GR200_18.zip,raw_data/2018/GR200_18_Data_Stata.zip,raw_data/2018/GR200_18_STATA.zip,raw_data/2018/GR200_18_Dict.zip,raw_data/2018/GR200_18_SPS.zip,raw_data/2018/GR200_18_SAS.zip
2018,GR2018_PELL_SSL,Graduation Rates,"Graduation rate data for Pell Grant and Subsidized Stafford Loan recipients, 150% of normal time to complete  - cohort year 2012 (4-year) and cohort year 2015 (less-than-4-year)  institutions (revised September 2020)",raw_data/2018/GR2018_PELL_SSL.zip,raw_data/2018/GR2018_PELL_SSL_Data_Stata.zip,raw_data/2018/GR2018_PELL_SSL_STATA.zip,raw_data/2018/GR2018_PELL_SSL_Dict.zip,raw_data/2018/GR2018_PELL_SSL_SPS.zip,raw_data/2018/GR2018_PELL_SSL_SAS.zip
2018,GR2018_L2,Graduation Rates,"Graduation rate data, 150% of normal time to complete - cohort year 2015 (less-than-2-year institutions)(revised September 2020)",raw_data/2018/GR2018_L2.zip,raw_data/2018/GR2018_L2_Data_Stata.zip,raw_data/2018/GR2018_L2_STATA.zip,raw_data/2018/GR2018_L2_Dict.zip,raw_data/2018/GR2018_L2_SPS.zip,raw_data/2018/GR2018_L2_SAS.zip
2018,GR2018,Graduation Rates,"Graduation rate data, 150% of normal time to complete - cohort year 2012 (4-year) and cohort year 2015 (2-year) institutions(revised September 2020)",raw_data/2018/GR2018.zip,raw_data/2018/GR2018_Data_Stata.zip,raw_data/2018/GR2018_STATA.zip,raw_data/2018/GR2018_Dict.zip,raw_data/2018/GR2018_SPS.zip,raw_data/2018/GR2018_SAS.zip
2018,FLAGS2018,Student Financial Aid and Net Price,Response status for all survey components (revised September 2020),raw_data/2018/FLAGS2018.zip,raw_data/2018/FLAGS2018_Data_Stata.zip,raw_data/2018/FLAGS2018_STATA.zip,raw_data/2018/FLAGS2018_Dict.zip,raw_data/2018/FLAGS2018_SPS.zip,raw_data/2018/FLAGS2018_SAS.zip
2018,AL2018,Academic Libraries,Academic Libraries: Fiscal year 2018(revised February 2021),raw_data/2018/AL2018.zip,raw_data/2018/AL2018_Data_Stata.zip,raw_data/2018/AL2018_STATA.zip,raw_data/2018/AL2018_Dict.zip,raw_data/2018/AL2018_SPS.zip,raw_data/2018/AL2018_SAS.zip
2018,SFA1718,Student Financial Aid and Net Price,Student financial aid and net price: 2017-18(revised September 2020),raw_data/2018/SFA1718.zip,raw_data/2018/SFA1718_Data_Stata.zip,raw_data/2018/SFA1718_STATA.zip,raw_data/2018/SFA1718_Dict.zip,raw_data/2018/SFA1718_SPS.zip,raw_data/2018/SFA1718_SAS.zip
2018,F1718_F3,Finance,Private for-profit institutions: Fiscal year 2018(revised February 2021),raw_data/2018/F1718_F3.zip,raw_data/2018/F1718_F3_Data_Stata.zip,raw_data/2018/F1718_F3_STATA.zip,raw_data/2018/F1718_F3_Dict.zip,raw_data/2018/F1718_F3_SPS.zip,raw_data/2018/F1718_F3_SAS.zip
2018,F1718_F2,Finance,Private not-for-profit institutions or Public institutions using FASB: Fiscal year 2018(revised February 2021),raw_data/2018/F1718_F2.zip,raw_data/2018/F1718_F2_Data_Stata.zip,raw_data/2018/F1718_F2_STATA.zip,raw_data/2018/F1718_F2_Dict.zip,raw_data/2018/F1718_F2_SPS.zip,raw_data/2018/F1718_F2_SAS.zip
2018,F1718_F1A,Finance,Public institutions - GASB 34/35: Fiscal year 2018(revised February 2021),raw_data/2018/F1718_F1A.zip,raw_data/2018/F1718_F1A_Data_Stata.zip,raw_data/2018/F1718_F1A_STATA.zip,raw_data/2018/F1718_F1A_Dict.zip,raw_data/2018/F1718_F1A_SPS.zip,raw_data/2018/F1718_F1A_SAS.zip
2018,FLAGS2018,Employees by Assigned Position,Response status for all survey components(revised February 2021),raw_data/2018/FLAGS2018.zip,raw_data/2018/FLAGS2018_Data_Stata.zip,raw_data/2018/FLAGS2018_STATA.zip,raw_data/2018/FLAGS2018_Dict.zip,raw_data/2018/FLAGS2018_SPS.zip,raw_data/2018/FLAGS2018_SAS.zip
2018,EAP2018,Employees by Assigned Position,"Number of staff by occupational category, faculty and tenure status: Fall 2018(revised February 2021)",raw_data/2018/EAP2018.zip,raw_data/2018/EAP2018_Data_Stata.zip,raw_data/2018/EAP2018_STATA.zip,raw_data/2018/EAP2018_Dict.zip,raw_data/2018/EAP2018_SPS.zip,raw_data/2018/EAP2018_SAS.zip
2018,FLAGS2018,Fall Staff,Response status for all survey components(revised February 2021),raw_data/2018/FLAGS2018.zip,raw_data/2018/FLAGS2018_Data_Stata.zip,raw_data/2018/FLAGS2018_STATA.zip,raw_data/2018/FLAGS2018_Dict.zip,raw_data/2018/FLAGS2018_SPS.zip,raw_data/2018/FLAGS2018_SAS.zip
